customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1166-XYZ,Female,0,No,No,6.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,59.18,388.97,No
1167-XYZ,Male,0,Yes,Yes,39.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),65.38,2459.58,No
1168-XYZ,Male,0,No,No,60.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,59.45,3506.42,No
1169-XYZ,Female,0,No,No,28.0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,102.22,3124.23,No
1170-XYZ,Female,0,Yes,No,54.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,41.0,2380.2,Yes
1171-XYZ,Male,1,Yes,Yes,37.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),18.57,693.67,Yes
1172-XYZ,Male,0,Yes,Yes,9.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),83.13,787.71,No
1173-XYZ,Female,0,No,No,56.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,38.25,2195.8,No
1174-XYZ,Female,0,Yes,Yes,59.0,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,107.01,5948.71,Yes
1175-XYZ,Female,1,No,No,2.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,103.9,199.03,Yes
1176-XYZ,Male,0,No,Yes,61.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.67,1586.6,No
1177-XYZ,Male,0,Yes,No,58.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,28.64,1677.48,No
1178-XYZ,Male,1,Yes,No,60.0,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),67.52,3844.19,No
1179-XYZ,Male,1,Yes,No,40.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.92,3377.19,Yes
1180-XYZ,Male,1,Yes,No,36.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,45.49,1534.96,No
1181-XYZ,Male,0,Yes,Yes,37.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,89.68,3565.72,No
1182-XYZ,Female,0,Yes,Yes,18.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,77.49,1439.29,No
1183-XYZ,Male,0,No,No,63.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),50.48,3028.85,No
1184-XYZ,Male,1,No,No,22.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.54,478.74,No
1185-XYZ,Male,0,No,No,,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,93.02,1094.35,No
1186-XYZ,Female,0,Yes,No,58.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),39.48,2196.91,Yes
1187-XYZ,Male,0,No,No,57.0,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,101.45,5419.45,Yes
1188-XYZ,Male,0,No,No,4.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,60.03,250.82,No
1189-XYZ,Female,0,No,No,7.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),75.71,563.89,No
1190-XYZ,Male,0,No,Yes,61.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.29,5878.84,No
1191-XYZ,Male,0,No,No,54.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),104.36,5975.89,No
1192-XYZ,Male,0,Yes,No,68.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),55.15,3945.21,Yes
1193-XYZ,Male,0,Yes,No,1.0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,38.89,38.53,No
1194-XYZ,Male,0,No,Yes,55.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,95.51,5750.98,Yes
1195-XYZ,Female,0,No,No,3.0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,61.31,199.5,No
1196-XYZ,Female,0,No,No,38.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,37.2,1551.87,Yes
1197-XYZ,Female,0,Yes,No,1.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),108.44,107.65,Yes
1198-XYZ,Male,0,Yes,No,38.0,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),37.81,1371.42,No
1199-XYZ,Male,0,No,No,29.0,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),20.58,550.69,No
1200-XYZ,Male,0,Yes,No,5.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,20.03,97.1,No
1201-XYZ,Female,0,Yes,Yes,21.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,80.23,1721.21,Yes
1202-XYZ,Male,0,No,No,71.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,84.17,6397.07,No
1203-XYZ,Male,0,Yes,Yes,67.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,49.1,3592.92,No
1204-XYZ,Female,0,Yes,No,47.0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Mailed check,50.0,2197.33,No
1205-XYZ,Male,1,No,No,35.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,51.95,1872.25,No
1206-XYZ,Female,0,Yes,Yes,68.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,86.02,5281.87,No
1207-XYZ,Female,1,Yes,No,69.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.81,1561.29,No
1208-XYZ,Female,0,No,Yes,1.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,110.91,110.63,Yes
1209-XYZ,Male,0,Yes,No,68.0,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),40.25,2831.91,Yes
1210-XYZ,Male,0,Yes,No,12.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),117.97,1357.45,Yes
1211-XYZ,Male,0,No,No,60.0,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,, ,No
1212-XYZ,Male,0,No,Yes,27.0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,95.15,2513.4,Yes
1213-XYZ,Male,0,No,No,56.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.34,2203.39,Yes
1214-XYZ,Male,0,Yes,No,23.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),26.08,605.51,Yes
1215-XYZ,Male,1,No,No,25.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,105.49,2554.87,No
1216-XYZ,Female,1,Yes,No,21.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,103.88,2338.92,No
1217-XYZ,Male,1,No,Yes,61.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),58.36,3597.98,No
1218-XYZ,Female,0,Yes,No,63.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,88.24,5409.08,No
1219-XYZ,Male,0,No,Yes,52.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.71,3479.71,Yes
1220-XYZ,Male,1,No,No,25.0,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,103.3,2667.4,No
1221-XYZ,Male,0,No,No,55.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),49.51,2471.44,No
1222-XYZ,Female,0,No,Yes,46.0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.37,3227.17,No
1223-XYZ,Female,0,Yes,Yes,32.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.54,2034.71,No
1224-XYZ,Female,0,No,Yes,55.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),53.39,2965.81,No
1225-XYZ,Female,1,No,No,5.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),107.15,489.96,No
1226-XYZ,Male,0,Yes,No,36.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),34.59,1295.76,No
1227-XYZ,Female,0,No,No,49.0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,32.95,1617.86,No
1228-XYZ,Male,0,Yes,Yes,58.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),75.69,4471.91,No
1229-XYZ,Male,0,No,Yes,39.0,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,83.75,3554.5,Yes
1230-XYZ,Female,0,No,No,61.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),37.46,2198.77,Yes
1231-XYZ,Female,1,No,Yes,9.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,57.07,545.03,Yes
1232-XYZ,Female,0,Yes,No,6.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),112.66,647.95,No
1233-XYZ,Female,0,No,No,35.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.66,1438.0,Yes
1234-XYZ,Female,0,No,No,39.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,84.84,3064.21,Yes
1235-XYZ,Female,1,No,No,22.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,92.01,1849.47,No
1236-XYZ,Female,0,Yes,No,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,62.81, ,No
1237-XYZ,Female,1,Yes,Yes,5.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),111.75,567.84,No
1238-XYZ,Male,0,No,Yes,42.0,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,91.67,3644.23,No
1239-XYZ,Female,0,Yes,Yes,67.0,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,63.79,4281.62,No
1240-XYZ,Female,0,No,No,30.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),74.93,2465.14,No
1241-XYZ,Male,0,No,Yes,57.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),87.26,4916.99,No
1242-XYZ,Female,0,No,No,29.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,77.22,2321.11,No
1243-XYZ,Male,0,No,No,37.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,105.87,3782.71,Yes
1244-XYZ,Male,0,No,No,13.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),53.69,638.41,No
1245-XYZ,Female,1,No,No,32.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),47.99,1531.15,No
1246-XYZ,Male,0,No,Yes,46.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),39.38,1806.23,No
1247-XYZ,Male,0,Yes,No,23.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),21.78,459.1,Yes
1248-XYZ,Male,1,Yes,No,45.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),22.3,957.59,No
1249-XYZ,Male,0,Yes,Yes,17.0,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,105.01,1955.54,No
1250-XYZ,Female,0,Yes,Yes,66.0,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,85.84,5339.25,Yes
1251-XYZ,Male,1,Yes,No,6.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.05,551.56,Yes
1252-XYZ,Female,0,Yes,No,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,79.46,1544.2,No
1253-XYZ,Male,0,Yes,No,22.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,102.92,2487.06,No
1254-XYZ,Male,0,No,No,33.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,66.03,1984.18,No
1255-XYZ,Male,0,No,No,30.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.04,3420.48,No
1256-XYZ,Male,0,No,No,32.0,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,53.94,1592.63,No
1257-XYZ,Female,0,No,No,42.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),110.67,4280.48,Yes
1258-XYZ,Female,1,Yes,No,10.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,,961.31,Yes
1259-XYZ,Male,0,Yes,No,36.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),43.72,1661.6,No
1260-XYZ,Male,0,No,No,34.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),74.41,2547.69,No
1261-XYZ,Female,0,No,No,28.0,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,71.3,2034.65,No
1262-XYZ,Male,0,Yes,No,11.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),31.79,353.96,Yes
1263-XYZ,Male,0,No,No,39.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),77.12,3202.25,No
1264-XYZ,Male,0,No,No,47.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,49.48,2284.18,Yes
1265-XYZ,Female,0,No,No,19.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,23.23,406.04,Yes
1266-XYZ,Female,0,No,No,15.0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,112.87,1649.51,Yes
1267-XYZ,Female,1,Yes,No,28.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),82.15,2237.29,Yes
1268-XYZ,Male,0,No,Yes,24.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),105.69,2343.4,No
1269-XYZ,Male,1,No,No,72.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.61,5643.28,Yes
1270-XYZ,Female,0,Yes,Yes,9.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),53.7,503.32,Yes
1271-XYZ,Female,1,Yes,No,47.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),69.27,3184.55,No
1272-XYZ,Female,0,No,No,33.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.57,2881.12,Yes
1273-XYZ,Female,0,Yes,No,62.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.03,6913.14,Yes
1274-XYZ,Male,0,No,No,19.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,43.37,904.76,Yes
1275-XYZ,Female,0,No,No,67.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,105.5,6952.37,Yes
1276-XYZ,Male,0,Yes,No,40.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,110.41,4650.57,Yes
1277-XYZ,Female,0,No,No,47.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.04,3830.97,Yes
1278-XYZ,Male,0,No,No,65.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.13,6517.62,No
1279-XYZ,Female,0,No,Yes,29.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),57.79,1645.86,Yes
1280-XYZ,Female,0,No,Yes,50.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),113.3,5630.79,No
1281-XYZ,Female,0,Yes,No,13.0,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,88.28,1237.44,No
1282-XYZ,Female,0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,,22.64,Yes
1283-XYZ,Male,0,No,Yes,34.0,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),108.69,3608.92,No
1284-XYZ,Female,0,Yes,Yes,48.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.45,3246.7,No
1285-XYZ,Male,1,No,Yes,48.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,64.03,3150.69,No
1286-XYZ,Male,0,No,No,49.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),74.65,3492.51,No
1287-XYZ,Male,0,No,No,64.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,,2301.56,Yes
1288-XYZ,Male,0,No,No,61.0,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,,4134.1,Yes
1289-XYZ,Female,1,No,Yes,29.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),101.11,3037.56,No
1290-XYZ,Male,0,Yes,No,39.0,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,19.55,734.07,Yes
1291-XYZ,Male,0,No,Yes,26.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.29,1110.55,No
1292-XYZ,Male,0,Yes,Yes,17.0,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),18.25,290.9,No
1293-XYZ,Female,0,Yes,No,71.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),59.57, ,Yes
1294-XYZ,Female,0,No,Yes,13.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,90.83,1164.66,No
1295-XYZ,Female,1,No,Yes,69.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,97.88,6267.89,Yes
1296-XYZ,Female,1,No,Yes,26.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,112.52,2750.56,No
1297-XYZ,Male,0,No,Yes,49.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.85,4082.88,No
1298-XYZ,Male,0,No,Yes,67.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),43.46,3151.79,No
1299-XYZ,Female,1,Yes,No,7.0,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),110.41,790.33,Yes
1300-XYZ,Male,0,No,No,58.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.53,5964.49,No
1301-XYZ,Male,0,No,No,49.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),75.44,3580.19,Yes
1302-XYZ,Male,0,Yes,No,53.0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.56,4351.42,Yes
1303-XYZ,Female,0,Yes,Yes,65.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),110.43,7598.91,No
1304-XYZ,Female,0,No,No,62.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,89.24,5709.64,Yes
1305-XYZ,Male,0,Yes,No,17.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,54.84,902.67,No
1306-XYZ,Female,1,No,Yes,43.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.3,3814.56,Yes
1307-XYZ,Female,1,Yes,No,25.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,22.03,512.85,No
1308-XYZ,Female,0,Yes,Yes,3.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),56.64,155.11,Yes
1309-XYZ,Female,0,No,No,29.0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),58.63,1753.37,No
1310-XYZ,Female,1,Yes,No,32.0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),34.68,1054.87,No
1311-XYZ,Male,1,Yes,No,26.0,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,20.31,531.98,No
1312-XYZ,Female,0,Yes,No,16.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,31.34,532.65,No
1313-XYZ,Male,1,Yes,No,25.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),83.46,1938.48,Yes
1314-XYZ,Male,1,Yes,No,54.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,98.23,5595.98,Yes
1315-XYZ,Female,0,Yes,Yes,28.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,116.82,3358.04,Yes
1316-XYZ,Male,0,No,Yes,56.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),52.64,3011.92,Yes
1317-XYZ,Male,0,No,No,65.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.94,5401.05,No
1318-XYZ,Male,0,Yes,No,41.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),111.71,4380.01,No
1319-XYZ,Female,0,No,No,51.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),34.7,1610.48,No
1320-XYZ,Female,1,No,No,71.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.76,6207.27,Yes
1321-XYZ,Male,0,No,No,29.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),93.5,2934.79,No
1322-XYZ,Female,0,Yes,No,19.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.9,466.52,No
1323-XYZ,Female,0,No,No,66.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,104.12,6909.44,Yes
1324-XYZ,Female,0,Yes,No,41.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),99.31,3919.38,Yes
1325-XYZ,Female,1,No,No,45.0,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,21.34,960.45,No
1326-XYZ,Male,0,Yes,No,15.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.11,403.08,Yes
1327-XYZ,Male,0,Yes,Yes,3.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),22.91,72.24,Yes
1328-XYZ,Female,0,No,No,11.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),51.47,618.09,Yes
1329-XYZ,Female,0,No,Yes,53.0,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,68.93,3786.81,No
1330-XYZ,Male,0,Yes,Yes,46.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,71.23,3383.7,Yes
1331-XYZ,Male,0,No,Yes,30.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),44.77,1431.07,No
1332-XYZ,Female,0,No,No,57.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),109.16,6346.72,No
1333-XYZ,Male,0,No,No,18.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,54.83,993.95,Yes
